a,a,a,a,a,a,a,a,a,a,a,a,a
a,"Santa Barbara County, California",0.8766,California,CA,Santa Barbara County,6,83,pctunmetneed,2014,0.8766,", ",87.66
a,"Santa Clara County, California",0.8983,California,CA,Santa Clara County,6,85,pctunmetneed,2014,0.8983,", ",89.83
a,"Santa Cruz County, California",0.8979,California,CA,Santa Cruz County,6,87,pctunmetneed,2014,0.8979,", ",89.79
a,"Shasta County, California",0.8725,California,CA,Shasta County,6,89,pctunmetneed,2014,0.8725,", ",87.25
a,"Sierra County, California",0.8725,California,CA,Sierra County,6,91,pctunmetneed,2014,0.8725,", ",87.25
a,"Siskiyou County, California",0.8725,California,CA,Siskiyou County,6,93,pctunmetneed,2014,0.8725,", ",87.25
a,"Solano County, California",0.8274,California,CA,Solano County,6,95,pctunmetneed,2014,0.8274,", ",82.74
a,"Sonoma County, California",0.8274,California,CA,Sonoma County,6,97,pctunmetneed,2014,0.8274,", ",82.74
a,"Stanislaus County, California",0.9022,California,CA,Stanislaus County,6,99,pctunmetneed,2014,0.9022,", ",90.22
a,"Sutter County, California",0.8767,California,CA,Sutter County,6,101,pctunmetneed,2014,0.8767,", ",87.67
a,"Tehama County, California",0.8725,California,CA,Tehama County,6,103,pctunmetneed,2014,0.8725,", ",87.25
a,"Trinity County, California",0.8725,California,CA,Trinity County,6,105,pctunmetneed,2014,0.8725,", ",87.25
a,"Tulare County, California",0.8797,California,CA,Tulare County,6,107,pctunmetneed,2014,0.8797,", ",87.97
a,"Tuolumne County, California",0.8754,California,CA,Tuolumne County,6,109,pctunmetneed,2014,0.8754,", ",87.54
a,"Ventura County, California",0.8766,California,CA,Ventura County,6,111,pctunmetneed,2014,0.8766,", ",87.66
a,"Yolo County, California",0.8767,California,CA,Yolo County,6,113,pctunmetneed,2014,0.8767,", ",87.67
a,"Yuba County, California",0.8767,California,CA,Yuba County,6,115,pctunmetneed,2014,0.8767,", ",87.67
a,"Adams County, Colorado",0.8673,Colorado,CO,Adams County,8,1,pctunmetneed,2014,0.8673,", ",86.73
a,"Alamosa County, Colorado",0.8833,Colorado,CO,Alamosa County,8,3,pctunmetneed,2014,0.8833,", ",88.33
a,"Arapahoe County, Colorado",0.8673,Colorado,CO,Arapahoe County,8,5,pctunmetneed,2014,0.8673,", ",86.73
a,"Archuleta County, Colorado",0.8984,Colorado,CO,Archuleta County,8,7,pctunmetneed,2014,0.8984,", ",89.84
a,"Baca County, Colorado",0.8833,Colorado,CO,Baca County,8,9,pctunmetneed,2014,0.8833,", ",88.33
a,"Bent County, Colorado",0.8833,Colorado,CO,Bent County,8,11,pctunmetneed,2014,0.8833,", ",88.33
a,"Boulder County, Colorado",0.8673,Colorado,CO,Boulder County,8,13,pctunmetneed,2014,0.8673,", ",86.73
a,"Broomfield County, Colorado",0.8673,Colorado,CO,Broomfield County,8,14,pctunmetneed,2014,0.8673,", ",86.73
a,"Chaffee County, Colorado",0.8984,Colorado,CO,Chaffee County,8,15,pctunmetneed,2014,0.8984,", ",89.84
a,"Cheyenne County, Colorado",0.8875,Colorado,CO,Cheyenne County,8,17,pctunmetneed,2014,0.8875,", ",88.75
a,"Clear Creek County, Colorado",0.8673,Colorado,CO,Clear Creek County,8,19,pctunmetneed,2014,0.8673,", ",86.73
a,"Conejos County, Colorado",0.8833,Colorado,CO,Conejos County,8,21,pctunmetneed,2014,0.8833,", ",88.33
a,"Costilla County, Colorado",0.8833,Colorado,CO,Costilla County,8,23,pctunmetneed,2014,0.8833,", ",88.33
a,"Crowley County, Colorado",0.8833,Colorado,CO,Crowley County,8,25,pctunmetneed,2014,0.8833,", ",88.33
a,"Custer County, Colorado",0.8984,Colorado,CO,Custer County,8,27,pctunmetneed,2014,0.8984,", ",89.84
a,"Delta County, Colorado",0.8984,Colorado,CO,Delta County,8,29,pctunmetneed,2014,0.8984,", ",89.84
a,"Denver County, Colorado",0.8673,Colorado,CO,Denver County,8,31,pctunmetneed,2014,0.8673,", ",86.73
a,"Dolores County, Colorado",0.8984,Colorado,CO,Dolores County,8,33,pctunmetneed,2014,0.8984,", ",89.84
a,"Douglas County, Colorado",0.8673,Colorado,CO,Douglas County,8,35,pctunmetneed,2014,0.8673,", ",86.73
a,"Eagle County, Colorado",0.8984,Colorado,CO,Eagle County,8,37,pctunmetneed,2014,0.8984,", ",89.84
a,"Elbert County, Colorado",0.8875,Colorado,CO,Elbert County,8,39,pctunmetneed,2014,0.8875,", ",88.75
a,"El Paso County, Colorado",0.8984,Colorado,CO,El Paso County,8,41,pctunmetneed,2014,0.8984,", ",89.84
a,"Fremont County, Colorado",0.8984,Colorado,CO,Fremont County,8,43,pctunmetneed,2014,0.8984,", ",89.84
a,"Garfield County, Colorado",0.8984,Colorado,CO,Garfield County,8,45,pctunmetneed,2014,0.8984,", ",89.84
a,"Gilpin County, Colorado",0.8673,Colorado,CO,Gilpin County,8,47,pctunmetneed,2014,0.8673,", ",86.73
a,"Grand County, Colorado",0.8984,Colorado,CO,Grand County,8,49,pctunmetneed,2014,0.8984,", ",89.84
a,"Gunnison County, Colorado",0.8984,Colorado,CO,Gunnison County,8,51,pctunmetneed,2014,0.8984,", ",89.84
a,"Hinsdale County, Colorado",0.8984,Colorado,CO,Hinsdale County,8,53,pctunmetneed,2014,0.8984,", ",89.84
a,"Huerfano County, Colorado",0.8833,Colorado,CO,Huerfano County,8,55,pctunmetneed,2014,0.8833,", ",88.33
a,"Jackson County, Colorado",0.8984,Colorado,CO,Jackson County,8,57,pctunmetneed,2014,0.8984,", ",89.84
a,"Jefferson County, Colorado",0.8673,Colorado,CO,Jefferson County,8,59,pctunmetneed,2014,0.8673,", ",86.73
a,"Kiowa County, Colorado",0.8833,Colorado,CO,Kiowa County,8,61,pctunmetneed,2014,0.8833,", ",88.33
a,"Kit Carson County, Colorado",0.8875,Colorado,CO,Kit Carson County,8,63,pctunmetneed,2014,0.8875,", ",88.75
a,"Lake County, Colorado",0.8984,Colorado,CO,Lake County,8,65,pctunmetneed,2014,0.8984,", ",89.84
a,"La Plata County, Colorado",0.8984,Colorado,CO,La Plata County,8,67,pctunmetneed,2014,0.8984,", ",89.84
a,"Larimer County, Colorado",0.8875,Colorado,CO,Larimer County,8,69,pctunmetneed,2014,0.8875,", ",88.75
a,"Las Animas County, Colorado",0.8833,Colorado,CO,Las Animas County,8,71,pctunmetneed,2014,0.8833,", ",88.33
a,"Lincoln County, Colorado",0.8875,Colorado,CO,Lincoln County,8,73,pctunmetneed,2014,0.8875,", ",88.75
a,"Logan County, Colorado",0.8875,Colorado,CO,Logan County,8,75,pctunmetneed,2014,0.8875,", ",88.75
a,"Mesa County, Colorado",0.8984,Colorado,CO,Mesa County,8,77,pctunmetneed,2014,0.8984,", ",89.84
a,"Mineral County, Colorado",0.8833,Colorado,CO,Mineral County,8,79,pctunmetneed,2014,0.8833,", ",88.33
a,"Moffat County, Colorado",0.8984,Colorado,CO,Moffat County,8,81,pctunmetneed,2014,0.8984,", ",89.84
a,"Montezuma County, Colorado",0.8984,Colorado,CO,Montezuma County,8,83,pctunmetneed,2014,0.8984,", ",89.84
a,"Montrose County, Colorado",0.8984,Colorado,CO,Montrose County,8,85,pctunmetneed,2014,0.8984,", ",89.84
a,"Morgan County, Colorado",0.8875,Colorado,CO,Morgan County,8,87,pctunmetneed,2014,0.8875,", ",88.75
a,"Otero County, Colorado",0.8833,Colorado,CO,Otero County,8,89,pctunmetneed,2014,0.8833,", ",88.33
a,"Ouray County, Colorado",0.8984,Colorado,CO,Ouray County,8,91,pctunmetneed,2014,0.8984,", ",89.84
a,"Park County, Colorado",0.8984,Colorado,CO,Park County,8,93,pctunmetneed,2014,0.8984,", ",89.84
a,"Phillips County, Colorado",0.8875,Colorado,CO,Phillips County,8,95,pctunmetneed,2014,0.8875,", ",88.75
a,"Pitkin County, Colorado",0.8984,Colorado,CO,Pitkin County,8,97,pctunmetneed,2014,0.8984,", ",89.84
a,"Prowers County, Colorado",0.8833,Colorado,CO,Prowers County,8,99,pctunmetneed,2014,0.8833,", ",88.33
a,"Pueblo County, Colorado",0.8833,Colorado,CO,Pueblo County,8,101,pctunmetneed,2014,0.8833,", ",88.33
a,"Rio Blanco County, Colorado",0.8984,Colorado,CO,Rio Blanco County,8,103,pctunmetneed,2014,0.8984,", ",89.84
a,"Rio Grande County, Colorado",0.8833,Colorado,CO,Rio Grande County,8,105,pctunmetneed,2014,0.8833,", ",88.33
a,"Routt County, Colorado",0.8984,Colorado,CO,Routt County,8,107,pctunmetneed,2014,0.8984,", ",89.84
a,"Saguache County, Colorado",0.8833,Colorado,CO,Saguache County,8,109,pctunmetneed,2014,0.8833,", ",88.33
a,"San Juan County, Colorado",0.8984,Colorado,CO,San Juan County,8,111,pctunmetneed,2014,0.8984,", ",89.84
a,"San Miguel County, Colorado",0.8984,Colorado,CO,San Miguel County,8,113,pctunmetneed,2014,0.8984,", ",89.84
a,"Sedgwick County, Colorado",0.8875,Colorado,CO,Sedgwick County,8,115,pctunmetneed,2014,0.8875,", ",88.75
a,"Summit County, Colorado",0.8984,Colorado,CO,Summit County,8,117,pctunmetneed,2014,0.8984,", ",89.84
a,"Teller County, Colorado",0.8984,Colorado,CO,Teller County,8,119,pctunmetneed,2014,0.8984,", ",89.84
a,"Washington County, Colorado",0.8875,Colorado,CO,Washington County,8,121,pctunmetneed,2014,0.8875,", ",88.75
a,"Weld County, Colorado",0.8875,Colorado,CO,Weld County,8,123,pctunmetneed,2014,0.8875,", ",88.75
a,"Yuma County, Colorado",0.8875,Colorado,CO,Yuma County,8,125,pctunmetneed,2014,0.8875,", ",88.75
a,"Fairfield County, Connecticut",0.8754,Connecticut,CT,Fairfield County,9,1,pctunmetneed,2014,0.8754,", ",87.54
a,"Hartford County, Connecticut",0.8754,Connecticut,CT,Hartford County,9,3,pctunmetneed,2014,0.8754,", ",87.54
a,"Litchfield County, Connecticut",0.8754,Connecticut,CT,Litchfield County,9,5,pctunmetneed,2014,0.8754,", ",87.54
a,"Middlesex County, Connecticut",0.8754,Connecticut,CT,Middlesex County,9,7,pctunmetneed,2014,0.8754,", ",87.54
a,"New Haven County, Connecticut",0.8754,Connecticut,CT,New Haven County,9,9,pctunmetneed,2014,0.8754,", ",87.54
a,"New London County, Connecticut",0.8754,Connecticut,CT,New London County,9,11,pctunmetneed,2014,0.8754,", ",87.54
a,"Tolland County, Connecticut",0.8754,Connecticut,CT,Tolland County,9,13,pctunmetneed,2014,0.8754,", ",87.54
a,"Windham County, Connecticut",0.8754,Connecticut,CT,Windham County,9,15,pctunmetneed,2014,0.8754,", ",87.54
a,"Kent County, Delaware",0.7745,Delaware,DE,Kent County,10,1,pctunmetneed,2014,0.7745,", ",77.45
a,"New Castle County, Delaware",0.7745,Delaware,DE,New Castle County,10,3,pctunmetneed,2014,0.7745,", ",77.45
a,"Sussex County, Delaware",0.7745,Delaware,DE,Sussex County,10,5,pctunmetneed,2014,0.7745,", ",77.45
a,"District of Columbia, District of Columbia",0.9435,District of Columbia,DC,District of Columbia,11,1,pctunmetneed,2014,0.9435,", ",94.35
a,"Alachua County, Florida",0.8912,Florida,FL,Alachua County,12,1,pctunmetneed,2014,0.8912,", ",89.12
a,"Baker County, Florida",0.8912,Florida,FL,Baker County,12,3,pctunmetneed,2014,0.8912,", ",89.12
a,"Bay County, Florida",0.8787,Florida,FL,Bay County,12,5,pctunmetneed,2014,0.8787,", ",87.87
a,"Bradford County, Florida",0.8912,Florida,FL,Bradford County,12,7,pctunmetneed,2014,0.8912,", ",89.12
a,"Brevard County, Florida",0.8604,Florida,FL,Brevard County,12,9,pctunmetneed,2014,0.8604,", ",86.04
a,"Broward County, Florida",0.9264,Florida,FL,Broward County,12,11,pctunmetneed,2014,0.9264,", ",92.64
a,"Calhoun County, Florida",0.8787,Florida,FL,Calhoun County,12,13,pctunmetneed,2014,0.8787,", ",87.87
a,"Charlotte County, Florida",0.8627,Florida,FL,Charlotte County,12,15,pctunmetneed,2014,0.8627,", ",86.27
a,"Citrus County, Florida",0.8785,Florida,FL,Citrus County,12,17,pctunmetneed,2014,0.8785,", ",87.85
a,"Clay County, Florida",0.8897,Florida,FL,Clay County,12,19,pctunmetneed,2014,0.8897,", ",88.97
a,"Collier County, Florida",0.8627,Florida,FL,Collier County,12,21,pctunmetneed,2014,0.8627,", ",86.27
a,"Columbia County, Florida",0.8912,Florida,FL,Columbia County,12,23,pctunmetneed,2014,0.8912,", ",89.12
a,"DeSoto County, Florida",0.9087,Florida,FL,DeSoto County,12,27,pctunmetneed,2014,0.9087,", ",90.87
a,"Dixie County, Florida",0.8912,Florida,FL,Dixie County,12,29,pctunmetneed,2014,0.8912,", ",89.12
a,"Duval County, Florida",0.8897,Florida,FL,Duval County,12,31,pctunmetneed,2014,0.8897,", ",88.97
a,"Escambia County, Florida",0.8742,Florida,FL,Escambia County,12,33,pctunmetneed,2014,0.8742,", ",87.42
a,"Flagler County, Florida",0.8962,Florida,FL,Flagler County,12,35,pctunmetneed,2014,0.8962,", ",89.62
a,"Franklin County, Florida",0.9075,Florida,FL,Franklin County,12,37,pctunmetneed,2014,0.9075,", ",90.75
a,"Gadsden County, Florida",0.9075,Florida,FL,Gadsden County,12,39,pctunmetneed,2014,0.9075,", ",90.75
a,"Gilchrist County, Florida",0.8912,Florida,FL,Gilchrist County,12,41,pctunmetneed,2014,0.8912,", ",89.12
a,"Glades County, Florida",0.8627,Florida,FL,Glades County,12,43,pctunmetneed,2014,0.8627,", ",86.27
a,"Gulf County, Florida",0.8787,Florida,FL,Gulf County,12,45,pctunmetneed,2014,0.8787,", ",87.87
a,"Hamilton County, Florida",0.8912,Florida,FL,Hamilton County,12,47,pctunmetneed,2014,0.8912,", ",89.12
a,"Hardee County, Florida",0.8769,Florida,FL,Hardee County,12,49,pctunmetneed,2014,0.8769,", ",87.69
a,"Hendry County, Florida",0.8627,Florida,FL,Hendry County,12,51,pctunmetneed,2014,0.8627,", ",86.27
a,"Hernando County, Florida",0.8785,Florida,FL,Hernando County,12,53,pctunmetneed,2014,0.8785,", ",87.85
a,"Highlands County, Florida",0.8769,Florida,FL,Highlands County,12,55,pctunmetneed,2014,0.8769,", ",87.69
a,"Hillsborough County, Florida",0.8839,Florida,FL,Hillsborough County,12,57,pctunmetneed,2014,0.8839,", ",88.39
a,"Holmes County, Florida",0.8787,Florida,FL,Holmes County,12,59,pctunmetneed,2014,0.8787,", ",87.87
a,"Indian River County, Florida",0.88,Florida,FL,Indian River County,12,61,pctunmetneed,2014,0.88,", ",88
a,"Jackson County, Florida",0.8787,Florida,FL,Jackson County,12,63,pctunmetneed,2014,0.8787,", ",87.87
a,"Jefferson County, Florida",0.9075,Florida,FL,Jefferson County,12,65,pctunmetneed,2014,0.9075,", ",90.75
a,"Lafayette County, Florida",0.8912,Florida,FL,Lafayette County,12,67,pctunmetneed,2014,0.8912,", ",89.12
a,"Lake County, Florida",0.8785,Florida,FL,Lake County,12,69,pctunmetneed,2014,0.8785,", ",87.85
a,"Lee County, Florida",0.8627,Florida,FL,Lee County,12,71,pctunmetneed,2014,0.8627,", ",86.27
a,"Leon County, Florida",0.9075,Florida,FL,Leon County,12,73,pctunmetneed,2014,0.9075,", ",90.75
a,"Levy County, Florida",0.8912,Florida,FL,Levy County,12,75,pctunmetneed,2014,0.8912,", ",89.12
a,"Liberty County, Florida",0.9075,Florida,FL,Liberty County,12,77,pctunmetneed,2014,0.9075,", ",90.75
a,"Madison County, Florida",0.9075,Florida,FL,Madison County,12,79,pctunmetneed,2014,0.9075,", ",90.75
a,"Manatee County, Florida",0.9087,Florida,FL,Manatee County,12,81,pctunmetneed,2014,0.9087,", ",90.87
a,"Marion County, Florida",0.8785,Florida,FL,Marion County,12,83,pctunmetneed,2014,0.8785,", ",87.85
a,"Martin County, Florida",0.88,Florida,FL,Martin County,12,85,pctunmetneed,2014,0.88,", ",88
a,"Miami-Dade County, Florida",0.9793,Florida,FL,Miami-Dade County,12,86,pctunmetneed,2014,0.9793,", ",97.93
a,"Monroe County, Florida",0.9793,Florida,FL,Monroe County,12,87,pctunmetneed,2014,0.9793,", ",97.93
a,"Nassau County, Florida",0.8897,Florida,FL,Nassau County,12,89,pctunmetneed,2014,0.8897,", ",88.97
a,"Okaloosa County, Florida",0.8742,Florida,FL,Okaloosa County,12,91,pctunmetneed,2014,0.8742,", ",87.42
a,"Okeechobee County, Florida",0.88,Florida,FL,Okeechobee County,12,93,pctunmetneed,2014,0.88,", ",88
a,"Orange County, Florida",0.9011,Florida,FL,Orange County,12,95,pctunmetneed,2014,0.9011,", ",90.11
a,"Osceola County, Florida",0.9011,Florida,FL,Osceola County,12,97,pctunmetneed,2014,0.9011,", ",90.11
a,"Palm Beach County, Florida",0.8625,Florida,FL,Palm Beach County,12,99,pctunmetneed,2014,0.8625,", ",86.25
a,"Pasco County, Florida",0.8652,Florida,FL,Pasco County,12,101,pctunmetneed,2014,0.8652,", ",86.52
a,"Pinellas County, Florida",0.8652,Florida,FL,Pinellas County,12,103,pctunmetneed,2014,0.8652,", ",86.52
a,"Polk County, Florida",0.8769,Florida,FL,Polk County,12,105,pctunmetneed,2014,0.8769,", ",87.69
a,"Putnam County, Florida",0.8962,Florida,FL,Putnam County,12,107,pctunmetneed,2014,0.8962,", ",89.62
a,"St. Johns County, Florida",0.8962,Florida,FL,St. Johns County,12,109,pctunmetneed,2014,0.8962,", ",89.62
a,"St. Lucie County, Florida",0.88,Florida,FL,St. Lucie County,12,111,pctunmetneed,2014,0.88,", ",88
a,"Santa Rosa County, Florida",0.8742,Florida,FL,Santa Rosa County,12,113,pctunmetneed,2014,0.8742,", ",87.42
a,"Sarasota County, Florida",0.9087,Florida,FL,Sarasota County,12,115,pctunmetneed,2014,0.9087,", ",90.87
a,"Seminole County, Florida",0.8604,Florida,FL,Seminole County,12,117,pctunmetneed,2014,0.8604,", ",86.04
a,"Sumter County, Florida",0.8785,Florida,FL,Sumter County,12,119,pctunmetneed,2014,0.8785,", ",87.85
a,"Suwannee County, Florida",0.8912,Florida,FL,Suwannee County,12,121,pctunmetneed,2014,0.8912,", ",89.12
a,"Taylor County, Florida",0.9075,Florida,FL,Taylor County,12,123,pctunmetneed,2014,0.9075,", ",90.75
a,"Union County, Florida",0.8912,Florida,FL,Union County,12,125,pctunmetneed,2014,0.8912,", ",89.12
a,"Volusia County, Florida",0.8962,Florida,FL,Volusia County,12,127,pctunmetneed,2014,0.8962,", ",89.62
a,"Wakulla County, Florida",0.9075,Florida,FL,Wakulla County,12,129,pctunmetneed,2014,0.9075,", ",90.75
a,"Walton County, Florida",0.8742,Florida,FL,Walton County,12,131,pctunmetneed,2014,0.8742,", ",87.42
a,"Washington County, Florida",0.8787,Florida,FL,Washington County,12,133,pctunmetneed,2014,0.8787,", ",87.87
a,"Appling County, Georgia",0.878,Georgia,GA,Appling County,13,1,pctunmetneed,2014,0.878,", ",87.8
a,"Atkinson County, Georgia",0.878,Georgia,GA,Atkinson County,13,3,pctunmetneed,2014,0.878,", ",87.8
a,"Bacon County, Georgia",0.878,Georgia,GA,Bacon County,13,5,pctunmetneed,2014,0.878,", ",87.8
a,"Baker County, Georgia",0.913,Georgia,GA,Baker County,13,7,pctunmetneed,2014,0.913,", ",91.3
a,"Baldwin County, Georgia",0.8824,Georgia,GA,Baldwin County,13,9,pctunmetneed,2014,0.8824,", ",88.24
a,"Banks County, Georgia",0.8824,Georgia,GA,Banks County,13,11,pctunmetneed,2014,0.8824,", ",88.24
a,"Barrow County, Georgia",0.8824,Georgia,GA,Barrow County,13,13,pctunmetneed,2014,0.8824,", ",88.24
a,"Bartow County, Georgia",0.8824,Georgia,GA,Bartow County,13,15,pctunmetneed,2014,0.8824,", ",88.24
a,"Ben Hill County, Georgia",0.913,Georgia,GA,Ben Hill County,13,17,pctunmetneed,2014,0.913,", ",91.3
a,"Berrien County, Georgia",0.913,Georgia,GA,Berrien County,13,19,pctunmetneed,2014,0.913,", ",91.3
a,"Bibb County, Georgia",0.8824,Georgia,GA,Bibb County,13,21,pctunmetneed,2014,0.8824,", ",88.24
a,"Bleckley County, Georgia",0.878,Georgia,GA,Bleckley County,13,23,pctunmetneed,2014,0.878,", ",87.8
a,"Brantley County, Georgia",0.878,Georgia,GA,Brantley County,13,25,pctunmetneed,2014,0.878,", ",87.8
a,"Brooks County, Georgia",0.913,Georgia,GA,Brooks County,13,27,pctunmetneed,2014,0.913,", ",91.3
a,"Bryan County, Georgia",0.878,Georgia,GA,Bryan County,13,29,pctunmetneed,2014,0.878,", ",87.8
a,"Bulloch County, Georgia",0.878,Georgia,GA,Bulloch County,13,31,pctunmetneed,2014,0.878,", ",87.8
a,"Burke County, Georgia",0.8824,Georgia,GA,Burke County,13,33,pctunmetneed,2014,0.8824,", ",88.24
a,"Butts County, Georgia",0.8656,Georgia,GA,Butts County,13,35,pctunmetneed,2014,0.8656,", ",86.56
a,"Calhoun County, Georgia",0.913,Georgia,GA,Calhoun County,13,37,pctunmetneed,2014,0.913,", ",91.3
a,"Camden County, Georgia",0.878,Georgia,GA,Camden County,13,39,pctunmetneed,2014,0.878,", ",87.8
a,"Candler County, Georgia",0.878,Georgia,GA,Candler County,13,43,pctunmetneed,2014,0.878,", ",87.8
a,"Carroll County, Georgia",0.8656,Georgia,GA,Carroll County,13,45,pctunmetneed,2014,0.8656,", ",86.56
a,"Catoosa County, Georgia",0.8824,Georgia,GA,Catoosa County,13,47,pctunmetneed,2014,0.8824,", ",88.24
a,"Charlton County, Georgia",0.878,Georgia,GA,Charlton County,13,49,pctunmetneed,2014,0.878,", ",87.8
a,"Chatham County, Georgia",0.878,Georgia,GA,Chatham County,13,51,pctunmetneed,2014,0.878,", ",87.8
a,"Chattahoochee County, Georgia",0.8656,Georgia,GA,Chattahoochee County,13,53,pctunmetneed,2014,0.8656,", ",86.56
a,"Chattooga County, Georgia",0.8824,Georgia,GA,Chattooga County,13,55,pctunmetneed,2014,0.8824,", ",88.24
a,"Cherokee County, Georgia",0.8824,Georgia,GA,Cherokee County,13,57,pctunmetneed,2014,0.8824,", ",88.24
a,"Clarke County, Georgia",0.8824,Georgia,GA,Clarke County,13,59,pctunmetneed,2014,0.8824,", ",88.24
a,"Clay County, Georgia",0.8656,Georgia,GA,Clay County,13,61,pctunmetneed,2014,0.8656,", ",86.56
a,"Clayton County, Georgia",0.8889,Georgia,GA,Clayton County,13,63,pctunmetneed,2014,0.8889,", ",88.89
a,"Clinch County, Georgia",0.878,Georgia,GA,Clinch County,13,65,pctunmetneed,2014,0.878,", ",87.8
a,"Cobb County, Georgia",0.8824,Georgia,GA,Cobb County,13,67,pctunmetneed,2014,0.8824,", ",88.24
a,"Coffee County, Georgia",0.878,Georgia,GA,Coffee County,13,69,pctunmetneed,2014,0.878,", ",87.8
a,"Colquitt County, Georgia",0.913,Georgia,GA,Colquitt County,13,71,pctunmetneed,2014,0.913,", ",91.3
a,"Columbia County, Georgia",0.8824,Georgia,GA,Columbia County,13,73,pctunmetneed,2014,0.8824,", ",88.24
a,"Cook County, Georgia",0.913,Georgia,GA,Cook County,13,75,pctunmetneed,2014,0.913,", ",91.3
a,"Coweta County, Georgia",0.8656,Georgia,GA,Coweta County,13,77,pctunmetneed,2014,0.8656,", ",86.56
a,"Crawford County, Georgia",0.8656,Georgia,GA,Crawford County,13,79,pctunmetneed,2014,0.8656,", ",86.56
a,"Crisp County, Georgia",0.8656,Georgia,GA,Crisp County,13,81,pctunmetneed,2014,0.8656,", ",86.56
a,"Dade County, Georgia",0.8824,Georgia,GA,Dade County,13,83,pctunmetneed,2014,0.8824,", ",88.24
a,"Dawson County, Georgia",0.8824,Georgia,GA,Dawson County,13,85,pctunmetneed,2014,0.8824,", ",88.24
